State, Region, County, District, District Name, Charter Status, Superintendent, Base Pay, FTE Pay, Enrollment, FTE
TX,3, VICTORIA COUNTY,235901, BLOOMINGTON ISD, TRADITIONAL ISD/CSD,"ANGLIN, MARK A",158590,158590,887,1
TX,20, FRIO COUNTY,82903, PEARSALL ISD, TRADITIONAL ISD/CSD,"RODRIGUEZ, NICOLAS NOBERT",158521,158521,2025,1
TX,7, ANDERSON COUNTY,1907, PALESTINE ISD, TRADITIONAL ISD/CSD,"MARSHALL, JASON LYNN",158440,158440,3400,1
TX,11, JOHNSON COUNTY,126908, VENUS ISD, TRADITIONAL ISD/CSD,"HOPPER, JAMES W",158074,158074,2197,1
TX,12, LIMESTONE COUNTY,147903, MEXIA ISD, TRADITIONAL ISD/CSD,"DUBUS, LYLE W",158000,158000,1844,1
TX,3, MATAGORDA COUNTY,158905, PALACIOS ISD, TRADITIONAL ISD/CSD,"CHAPMAN, WILLIAM ROBINSON",158000,158000,1316,1
TX,5, LIBERTY COUNTY,146906, LIBERTY ISD, TRADITIONAL ISD/CSD,"ABSHIER, WILLIAM CODY",157942,157942,2227,1
TX,4, BRAZORIA COUNTY,20907, COLUMBIA-BRAZORIA ISD, TRADITIONAL ISD/CSD,"GALLOWAY, STEVEN S",157590,157590,2873,1
TX,9, JACK COUNTY,119902, JACKSBORO ISD, TRADITIONAL ISD/CSD,"MILAM, WILLIAM DWAIN",157556,157556,1062,1
TX,7, GREGG COUNTY,92907, SPRING HILL ISD, TRADITIONAL ISD/CSD,"GUIDRY, WAYNE THOMAS",157500,157500,2006,1
TX,8, BOWIE COUNTY,19907, TEXARKANA ISD, TRADITIONAL ISD/CSD,"THOMAS, AUTUMN ANNETTE",157048,157048,7654,1
TX,1, CAMERON COUNTY,31913, SANTA MARIA ISD, TRADITIONAL ISD/CSD,"CUELLAR, MARTIN",157000,157000,604,1
TX,17, LUBBOCK COUNTY,152903, SLATON ISD, TRADITIONAL ISD/CSD,"ANDRUS, JAMES B",157000,157000,1326,1
TX,6, MILAM COUNTY,166901, CAMERON ISD, TRADITIONAL ISD/CSD,"SPRINKLES, KEVIN DALE",157000,157000,1631,1
TX,13, TRAVIS COUNTY,227506, UNIVERSITY OF TEXAS AT AUSTIN H S, TRADITIONAL ISD/CSD,"COOPER, BETH ANN",156782,162873,274,0.96
TX,3, MATAGORDA COUNTY,158906, VAN VLECK ISD, TRADITIONAL ISD/CSD,"O'BRIEN, JOHN ROBERT",156178,156178,1056,1
TX,15, TOM GREEN COUNTY,226801, TEXAS LEADERSHIP PUBLIC SCHOOLS, OPEN ENROLLMENT CHARTER,"LEDBETTER, RONALD DAVID",156041,156041,2863,1
TX,13, CALDWELL COUNTY,28903, LULING ISD, TRADITIONAL ISD/CSD,"WARREN, ERIN LEONA",156022,156022,1418,1
TX,6, BURLESON COUNTY,26901, CALDWELL ISD, TRADITIONAL ISD/CSD,"PETERS, ANDREW WAYNE",156000,156000,1708,1
TX,2, JIM WELLS COUNTY,125905, PREMONT ISD, TRADITIONAL ISD/CSD,"VANMATRE, STEPHEN B",155938,155938,702,1
TX,1, WEBB COUNTY,240904, WEBB CISD, TRADITIONAL ISD/CSD,"GONZALEZ, HERIBERTO D",155736,155736,269,1
TX,10, DENTON COUNTY,61804, LEADERSHIP PREP SCHOOL, OPEN ENROLLMENT CHARTER,"ALTON, STACY DAWN",155500,155500,1347,1
TX,5, ORANGE COUNTY,181908, LITTLE CYPRESS-MAURICEVILLE CISD, TRADITIONAL ISD/CSD,"BRISTER, STACEY S",155148,155148,3194,1
TX,1, HIDALGO COUNTY,108910, PROGRESO ISD, TRADITIONAL ISD/CSD,"CORONADO, SERGIO",155000,155000,1533,1
TX,7, SMITH COUNTY,212902, BULLARD ISD, TRADITIONAL ISD/CSD,"LEE, JACK D",155000,155000,2675,1
TX,4, WALLER COUNTY,237905, ROYAL ISD, TRADITIONAL ISD/CSD,"KERSHNER, RICHARD T",155000,155000,2476,1
TX,17, BAILEY COUNTY,9901, MULESHOE ISD, TRADITIONAL ISD/CSD,"RICHARDS, RICHE LEE",154999,154999,1337,1
TX,20, BELL COUNTY,14801, RICHARD MILBURN ALTER HIGH SCHOOL, OPEN ENROLLMENT CHARTER,"ANDERSON, ARMARD DONUONE",154500,154500,1861,1
TX,6, MILAM COUNTY,166904, ROCKDALE ISD, TRADITIONAL ISD/CSD,"MONZINGO, DENISE B",154500,154500,1453,1
TX,6, ROBERTSON COUNTY,198905, HEARNE ISD, TRADITIONAL ISD/CSD,"JOHNSON, ADRAIN BURKE",154467,154467,721,1
TX,2, JIM WELLS COUNTY,125903, ORANGE GROVE ISD, TRADITIONAL ISD/CSD,"HOYER, RANDY R",154350,154350,1714,1
TX,16, DALLAM COUNTY,56901, DALHART ISD, TRADITIONAL ISD/CSD,"ALCORTA, JOE H",154020,154020,1632,1
TX,10, DALLAS COUNTY,57803, UPLIFT EDUCATION, OPEN ENROLLMENT CHARTER,"BERK, ALEXANDER STEPHEN",153750,153750,21521,1
TX,18, HOWARD COUNTY,114904, FORSAN ISD, TRADITIONAL ISD/CSD,"JOHNSON, RANDALL S",153034,153034,777,1
TX,11, PARKER COUNTY,184908, PEASTER ISD, TRADITIONAL ISD/CSD,"JOHNSON, JEREMY LANCE",153000,153000,1382,1
TX,12, HILL COUNTY,109904, HILLSBORO ISD, TRADITIONAL ISD/CSD,"ADAMS, VERONICA BERNIECE",152630,152630,1876,1
TX,11, DENTON COUNTY,61906, PONDER ISD, TRADITIONAL ISD/CSD,"YEAGER, JOHN BRUCE",152152,152152,1585,1
TX,4, GALVESTON COUNTY,84802, ODYSSEY ACADEMY INC, OPEN ENROLLMENT CHARTER,"GOODMAN, JENNIFER SUZANNE",152000,152000,1397,1
TX,8, LAMAR COUNTY,139905, CHISUM ISD, TRADITIONAL ISD/CSD,"CHALAIRE, RONALD T",151874,151874,1062,1
TX,5, ORANGE COUNTY,181907, VIDOR ISD, TRADITIONAL ISD/CSD,"KILLGO, JAY C",151509,151509,4236,1
TX,14, EASTLAND COUNTY,67903, EASTLAND ISD, TRADITIONAL ISD/CSD,"COCHRAN, JASON NEIL",150900,150900,1072,1
TX,8, FRANKLIN COUNTY,80901, MOUNT VERNON ISD, TRADITIONAL ISD/CSD,"MCCULLOUGH, JASON L",150800,150800,1478,1
TX,3, WHARTON COUNTY,241901, BOLING ISD, TRADITIONAL ISD/CSD,"STIDEVENT, WADE",150500,150500,1101,1
TX,17, FLOYD COUNTY,77901, FLOYDADA ISD, TRADITIONAL ISD/CSD,"TREVINO, GILBERT",150491,150491,705,1
TX,17, HOCKLEY COUNTY,110902, LEVELLAND ISD, TRADITIONAL ISD/CSD,"NORTHERN, JEFFREY L",150267,150267,2799,1
TX,20, ATASCOSA COUNTY,7904, LYTLE ISD, TRADITIONAL ISD/CSD,"SMITH, MICHELLE C",150000,150000,1760,1
TX,6, AUSTIN COUNTY,8901, BELLVILLE ISD, TRADITIONAL ISD/CSD,"POENITZSCH, NICOLE LYNEA",150000,150000,2196,1
TX,20, BEXAR COUNTY,15808, INSPIRE ACADEMIES, OPEN ENROLLMENT CHARTER,"WHITT, KENNETH RAY",150000,150000,575,1
TX,1, CAMERON COUNTY,31911, RIO HONDO ISD, TRADITIONAL ISD/CSD,"ELLIS, ROGER",150000,150000,1731,1
TX,4, GALVESTON COUNTY,84908, HITCHCOCK ISD, TRADITIONAL ISD/CSD,"EDWARDS, TRAVIS WAYNE",150000,150000,1644,1
TX,4, HARRIS COUNTY,101838, SOUTHWEST SCHOOL, OPEN ENROLLMENT CHARTER,"JAMES, JANELLE",150000,150000,1703,1
TX,4, HARRIS COUNTY,101871, A+ UNLIMITED POTENTIAL, OPEN ENROLLMENT CHARTER,"CASTRO, PAUL DAVID",150000,150000,152,1
TX,18, MARTIN COUNTY,156902, STANTON ISD, TRADITIONAL ISD/CSD,"BRANDON, MERL W",150000,150000,1054,1
TX,7, SMITH COUNTY,212801, CUMBERLAND ACADEMY, OPEN ENROLLMENT CHARTER,"COTTON, NORMA ELIZABETH",150000,150000,1961,1
TX,11, TARRANT COUNTY,220802, ARLINGTON CLASSICS ACADEMY, OPEN ENROLLMENT CHARTER,"SIMS, CRAIG LEE",150000,150000,1542,1
TX,9, WICHITA COUNTY,243903, IOWA PARK CISD, TRADITIONAL ISD/CSD,"MOODY, STEVEN JAY",150000,150000,1898,1
TX,18, WINKLER COUNTY,248901, KERMIT ISD, TRADITIONAL ISD/CSD,"LOPEZ, JOSE RAFAEL",150000,150000,1275,1
TX,19, EL PASO COUNTY,71904, SAN ELIZARIO ISD, TRADITIONAL ISD/CSD,"MEZA-CHAVEZ, JEANNIE",149915,149915,3191,1
TX,5, HARDIN COUNTY,100904, SILSBEE ISD, TRADITIONAL ISD/CSD,"WEISS, GREGORY WAYNE",149625,149625,2743,1
TX,12, FREESTONE COUNTY,81904, TEAGUE ISD, TRADITIONAL ISD/CSD,"SKINNER, CHRISTOPHER P",149560,149560,1163,1
TX,20, BANDERA COUNTY,10902, BANDERA ISD, TRADITIONAL ISD/CSD,"HOLLINGSWORTH, JERRY DON",149500,149500,2218,1
TX,7, GREGG COUNTY,92901, GLADEWATER ISD, TRADITIONAL ISD/CSD,"CLARK, SEDRIC G",149500,149500,1755,1
TX,11, JOHNSON COUNTY,126906, KEENE ISD, TRADITIONAL ISD/CSD,"STEPHENS, RICHARD WILLIAM",149477,149477,1082,1
TX,4, WALLER COUNTY,237902, HEMPSTEAD ISD, TRADITIONAL ISD/CSD,"GUTSCH, ANGELA JENKINS",149004,149004,1511,1
TX,10, GRAYSON COUNTY,91905, HOWE ISD, TRADITIONAL ISD/CSD,"WILSON, KEVIN S",149000,149000,1224,1
TX,13, KENDALL COUNTY,130902, COMFORT ISD, TRADITIONAL ISD/CSD,"MONROE, TANYA RENEA",149000,149000,1064,1
TX,11, PARKER COUNTY,184909, BROCK ISD, TRADITIONAL ISD/CSD,"SMITH, CADE ALEXANDER",149000,149000,1765,1
TX,12, HAMILTON COUNTY,97903, HICO ISD, TRADITIONAL ISD/CSD,"HARTGRAVES, JON KYLE",148962,148962,569,1
TX,9, ARCHER COUNTY,5901, ARCHER CITY ISD, TRADITIONAL ISD/CSD,"KNOBLOCH, CARL D",148500,148500,502,1
TX,16, POTTER COUNTY,188904, BUSHLAND ISD, TRADITIONAL ISD/CSD,"WIGINGTON, JOHNNY CHRISTOPHER",148259,148259,1448,1
TX,11, COOKE COUNTY,49903, VALLEY VIEW ISD, TRADITIONAL ISD/CSD,"STOKES, WILLIAM B",148200,148200,886,1
TX,12, LIMESTONE COUNTY,147902, GROESBECK ISD, TRADITIONAL ISD/CSD,"COWLEY, JAMES BRICE",148139,148139,1522,1
TX,1, ZAPATA COUNTY,253901, ZAPATA COUNTY ISD, TRADITIONAL ISD/CSD,"GONZALEZ, CARLOS M",147898,147898,3486,1
TX,6, ROBERTSON COUNTY,198903, FRANKLIN ISD, TRADITIONAL ISD/CSD,"LOWRY, TIMOTHY BRET",147630,147630,1257,1
TX,14, TAYLOR COUNTY,221911, JIM NED CISD, TRADITIONAL ISD/CSD,"TEAL, RONALD GLEN",147290,147290,1414,1
TX,11, TARRANT COUNTY,220819, HIGH POINT ACADEMY, OPEN ENROLLMENT CHARTER,"STELLAR, KATIE PETERSON",147275,147275,1588,1
TX,13, WILLIAMSON COUNTY,246902, FLORENCE ISD, TRADITIONAL ISD/CSD,"MICHALEWICZ, PAUL ANTHONY",147200,147200,1075,1
TX,7, ANGELINA COUNTY,3904, HUNTINGTON ISD, TRADITIONAL ISD/CSD,"FLOWERS, DAVID W",147000,147000,1572,1
TX,10, COLLIN COUNTY,43917, BLUE RIDGE ISD, TRADITIONAL ISD/CSD,"KIMBALL, MATTHEW HAYS",147000,147000,888,1
TX,5, JEFFERSON COUNTY,123905, NEDERLAND ISD, TRADITIONAL ISD/CSD,"KIESCHNICK, STUART B",146822,146822,5022,1
TX,7, SHELBY COUNTY,210903, SHELBYVILLE ISD, TRADITIONAL ISD/CSD,"WEST, RAYNARD R",146730,146730,770,1
TX,5, TYLER COUNTY,229903, WOODVILLE ISD, TRADITIONAL ISD/CSD,"MEYSEMBOURG, LISA F",146450,146450,1236,1
TX,15, CROCKETT COUNTY,53001, CROCKETT COUNTY CONSOLIDATED CSD, TRADITIONAL ISD/CSD,"CHAVARRIA, RAUL R",146372,146372,764,1
TX,6, HOUSTON COUNTY,113901, CROCKETT ISD, TRADITIONAL ISD/CSD,"EMERICH, JOHN C",146273,146273,1273,1
TX,13, TRAVIS COUNTY,227912, LAGO VISTA ISD, TRADITIONAL ISD/CSD,"WEBB, DARREN LOMAX",146254,146254,1625,1
TX,20, BEXAR COUNTY,15807, SOUTHWEST PREPARATORY SCHOOL, OPEN ENROLLMENT CHARTER,"HEAD, SHERRY L",146250,146250,850,1
TX,9, WICHITA COUNTY,243906, CITY VIEW ISD, TRADITIONAL ISD/CSD,"BUSHONG, ANTHONY RAY",146200,146200,1023,1
TX,5, JEFFERSON COUNTY,123913, SABINE PASS ISD, TRADITIONAL ISD/CSD,"HEID, KRISTI ROCHELLE",146095,146095,388,1
TX,10, DALLAS COUNTY,57845, UME PREPARATORY ACADEMY, OPEN ENROLLMENT CHARTER,"SMITH, KAYLA",146048,146048,1270,1
TX,3, DEWITT COUNTY,62901, CUERO ISD, TRADITIONAL ISD/CSD,"DYER, MICAH ALAN",146000,146000,1911,1
TX,13, WILLIAMSON COUNTY,246912, THRALL ISD, TRADITIONAL ISD/CSD,"HOOKER, THOMAS C",146000,146000,777,1
TX,11, COOKE COUNTY,49905, CALLISBURG ISD, TRADITIONAL ISD/CSD,"METZLER, DONALD L",145962,145962,1131,1
TX,10, GRAYSON COUNTY,91917, GUNTER ISD, TRADITIONAL ISD/CSD,"SILER, JILL MARIE",145849,145849,1024,1
TX,20, ATASCOSA COUNTY,7902, JOURDANTON ISD, TRADITIONAL ISD/CSD,"MCALLISTER, THERESA L",145506,145506,1562,1
TX,20, UVALDE COUNTY,232902, SABINAL ISD, TRADITIONAL ISD/CSD,"GRILL, RICHARD W",145150,145150,426,1
TX,18, HOWARD COUNTY,114902, COAHOMA ISD, TRADITIONAL ISD/CSD,"COX, BRAD W",145050,145050,1095,1
TX,20, ATASCOSA COUNTY,7906, POTEET ISD, TRADITIONAL ISD/CSD,"CAMARILLO, CHARLES W",145000,145000,1603,1
TX,13, BLANCO COUNTY,16902, BLANCO ISD, TRADITIONAL ISD/CSD,"ROSENBAUM, JEFFREY CLAY",145000,145000,1011,1
TX,8, CAMP COUNTY,32902, PITTSBURG ISD, TRADITIONAL ISD/CSD,"WALDREP, TERRY L",145000,145000,2347,1
TX,10, DALLAS COUNTY,57816, A W BROWN LEADERSHIP ACADEMY, OPEN ENROLLMENT CHARTER,"JEFFERSON, ANTHONY",145000,145000,1383,1
TX,20, DIMMIT COUNTY,64903, CARRIZO SPRINGS CISD, TRADITIONAL ISD/CSD,"CERVANTES, JOSE ALFREDO",145000,145000,2066,1
TX,12, FREESTONE COUNTY,81902, FAIRFIELD ISD, TRADITIONAL ISD/CSD,"ADAMS, JASON F",145000,145000,1703,1
TX,20, GUADALUPE COUNTY,94903, NAVARRO ISD, TRADITIONAL ISD/CSD,"RUSSELL, WENDI DANIELLE",145000,145000,1849,1
TX,17, LUBBOCK COUNTY,152910, IDALOU ISD, TRADITIONAL ISD/CSD,"GIBSON, ROBERT PAUL",145000,145000,961,1
TX,8, MARION COUNTY,155901, JEFFERSON ISD, TRADITIONAL ISD/CSD,"BARNWELL, JERRY ROBERT",145000,145000,1227,1
TX,13, TRAVIS COUNTY,227804, NYOS CHARTER SCHOOL, OPEN ENROLLMENT CHARTER,"ZIMMERMANN, JKATHLEEN LEMOINE",145000,145000,1077,1
TX,6, MONTGOMERY COUNTY,170908, NEW CANEY ISD, TRADITIONAL ISD/CSD,"FRANKLIN, KENN KERBY",144917,144917,16274,1
TX,10, GRAYSON COUNTY,91910, WHITEWRIGHT ISD, TRADITIONAL ISD/CSD,"GARNER, BRIAN E",144900,144900,743,1
TX,3, MATAGORDA COUNTY,158902, TIDEHAVEN ISD, TRADITIONAL ISD/CSD,"SEIGRIST, MARK A",144449,144449,955,1
TX,16, HEMPHILL COUNTY,106901, CANADIAN ISD, TRADITIONAL ISD/CSD,"PULLIAM, ALFRED LYNN",144000,144000,877,1
TX,16, PARMER COUNTY,185903, FRIONA ISD, TRADITIONAL ISD/CSD,"BURNS, JIMMY JACK",143900,143900,1086,1
TX,20, KERR COUNTY,133901, CENTER POINT ISD, TRADITIONAL ISD/CSD,"NEWCOMB, CODY B",143622,143622,534,1
TX,10, GRAYSON COUNTY,91913, POTTSBORO ISD, TRADITIONAL ISD/CSD,"MATTHEWS, KEVIN R",143613,143613,1403,1
TX,4, CHAMBERS COUNTY,36901, ANAHUAC ISD, TRADITIONAL ISD/CSD,"WAGNER, DENNIS J",143600,143600,1326,1
TX,19, HUDSPETH COUNTY,115901, FT HANCOCK ISD, TRADITIONAL ISD/CSD,"FRANCO, JOSE GUADALUPE",143403,143403,409,1
TX,16, POTTER COUNTY,188902, RIVER ROAD ISD, TRADITIONAL ISD/CSD,"KELLEY, RICHARD V",143000,143000,1272,1
TX,13, FAYETTE COUNTY,75902, LA GRANGE ISD, TRADITIONAL ISD/CSD,"WAGNER, WILLIAM D",142480,142480,1876,1
TX,17, LUBBOCK COUNTY,152909, SHALLOWATER ISD, TRADITIONAL ISD/CSD,"HEBERT, ANITA KAY",142285,142285,1682,1
TX,14, HASKELL COUNTY,104907, PAINT CREEK ISD, TRADITIONAL ISD/CSD,"FLOYD, CHERYL L",142269,142269,91,1
TX,16, POTTER COUNTY,188903, HIGHLAND PARK ISD, TRADITIONAL ISD/CSD,"HANNON, JIMMY L",142088,142088,886,1
TX,6, TRINITY COUNTY,228903, TRINITY ISD, TRADITIONAL ISD/CSD,"KAUFMAN, JOHN WILLIAM",142055,142055,1161,1
TX,5, GALVESTON COUNTY,84903, HIGH ISLAND ISD, TRADITIONAL ISD/CSD,"GRUBBS, TRAVIS D",142000,142000,171,1
TX,14, TAYLOR COUNTY,221912, WYLIE ISD, TRADITIONAL ISD/CSD,"LIGHT, JOSEPH GERARD",142000,142000,4910,1
TX,7, WOOD COUNTY,250907, WINNSBORO ISD, TRADITIONAL ISD/CSD,"WILCOX, BRIAN D",142000,142000,1467,1
TX,15, COKE COUNTY,41902, ROBERT LEE ISD, TRADITIONAL ISD/CSD,"HOOD, AARON K",141935,141935,258,1
TX,12, HAMILTON COUNTY,97902, HAMILTON ISD, TRADITIONAL ISD/CSD,"TARPLEY, RUSSELL CLAY",141843,141843,792,1
TX,5, TYLER COUNTY,229904, WARREN ISD, TRADITIONAL ISD/CSD,"BOYETTE, TAMMY S",141530,141530,1268,1
TX,7, GREGG COUNTY,92908, WHITE OAK ISD, TRADITIONAL ISD/CSD,"GRAY, BRIAN STACEY",141500,141500,1468,1
TX,7, SMITH COUNTY,212904, TROUP ISD, TRADITIONAL ISD/CSD,"JONES, TAMRIA JEAN",141093,141093,1023,1
TX,15, TOM GREEN COUNTY,226907, GRAPE CREEK ISD, TRADITIONAL ISD/CSD,"COVEY, ANGELA LYNN",141038,141038,1099,1
TX,7, ANDERSON COUNTY,1908, WESTWOOD ISD, TRADITIONAL ISD/CSD,"STANFORD, JAMES WADE",140840,140840,1352,1
TX,11, JOHNSON COUNTY,126907, RIO VISTA ISD, TRADITIONAL ISD/CSD,"CAUTHEN, JAYLYNN DENISE",140763,140763,770,1
TX,18, PRESIDIO COUNTY,189902, PRESIDIO ISD, TRADITIONAL ISD/CSD,"VASQUEZ, RAYMOND L",140595,140595,1058,1
TX,12, BELL COUNTY,14804, ORENDA CHARTER SCHOOL, OPEN ENROLLMENT CHARTER,"RICKEY, RICHARD N",140580,140580,1848,1
TX,17, LAMB COUNTY,140908, SUDAN ISD, TRADITIONAL ISD/CSD,"HARRELL, SCOTT M",140484,140484,480,1
TX,5, JEFFERSON COUNTY,123805, EHRHART SCHOOL, OPEN ENROLLMENT CHARTER,"SIMS, MICHAEL JOHN",140400,140400,484,1
TX,10, KAUFMAN COUNTY,129910, SCURRY-ROSSER ISD, TRADITIONAL ISD/CSD,"SANDERS, JAMES D",140160,140160,1073,1
TX,9, ARCHER COUNTY,5902, HOLLIDAY ISD, TRADITIONAL ISD/CSD,"CARROLL, CODY CLARK",140000,140000,1069,1
TX,12, BELL COUNTY,14901, ACADEMY ISD, TRADITIONAL ISD/CSD,"HARLAN, BILLY S",140000,140000,1726,1
TX,10, DALLAS COUNTY,57806, ADVANTAGE ACADEMY, OPEN ENROLLMENT CHARTER,"MCDONALD, ANGELA RUTH",140000,140000,1207,1
TX,8, DELTA COUNTY,60902, COOPER ISD, TRADITIONAL ISD/CSD,"HOHENBERGER, DENICIA",140000,140000,806,1
TX,11, DENTON COUNTY,61903, PILOT POINT ISD, TRADITIONAL ISD/CSD,"SOUTHARD, JASON TODD",140000,140000,1362,1
TX,19, EL PASO COUNTY,71810, EL PASO LEADERSHIP ACADEMY, OPEN ENROLLMENT CHARTER,"YANAR, VICTOR OMAR",140000,140000,210,1
TX,19, EL PASO COUNTY,71903, FABENS ISD, TRADITIONAL ISD/CSD,"VIJIL, VERONICA",140000,140000,2048,1
TX,12, FALLS COUNTY,73903, MARLIN ISD, TRADITIONAL ISD/CSD,"HENSON, DARRYL J",140000,140000,881,1
TX,12, FALLS COUNTY,73905, ROSEBUD-LOTT ISD, TRADITIONAL ISD/CSD,"ROSEBROCK, JAMES D",140000,140000,689,1
TX,10, FANNIN COUNTY,74903, BONHAM ISD, TRADITIONAL ISD/CSD,"TROMPLER, KELLY T",140000,140000,1796,1
TX,5, JASPER COUNTY,121905, KIRBYVILLE CISD, TRADITIONAL ISD/CSD,"SAYERS, GEORGIA C",140000,140000,1401,1
TX,16, OCHILTREE COUNTY,179901, PERRYTON ISD, TRADITIONAL ISD/CSD,"MIRELES, JAMES LESLIE",140000,140000,2133,1
TX,4, HARRIS COUNTY,101802, SER-NINOS CHARTER SCHOOL, OPEN ENROLLMENT CHARTER,"CONSTANTINE, CHARMAINE",139505,139505,1095,1
TX,12, BELL COUNTY,14803, PRIORITY CHARTER SCHOOLS, OPEN ENROLLMENT CHARTER,"MOGER, SCOTT DOUGLAS",139264,139264,846,1
TX,12, MCLENNAN COUNTY,161907, LORENA ISD, TRADITIONAL ISD/CSD,"KUCERA, JOSEPH ANTHONY",139235,139235,1741,1
TX,20, GUADALUPE COUNTY,94904, MARION ISD, TRADITIONAL ISD/CSD,"WALTERS, KELLY ANN",139137,139137,1483,1
TX,12, HILL COUNTY,109911, WHITNEY ISD, TRADITIONAL ISD/CSD,"MCCULLOUGH, JOHN L",139050,139050,1443,1
TX,2, SAN PATRICIO COUNTY,205904, MATHIS ISD, TRADITIONAL ISD/CSD,"HERNANDEZ, BENNY PRAJEDES",139050,139050,1504,1
TX,9, WILBARGER COUNTY,244903, VERNON ISD, TRADITIONAL ISD/CSD,"BYRD, JEFFREY ZANE",139000,139000,1899,1
TX,2, NUECES COUNTY,178912, TULOSO-MIDWAY ISD, TRADITIONAL ISD/CSD,"FERNANDEZ, RICHARD",138739,151727,3846,0.91
TX,13, WILLIAMSON COUNTY,246801, MERIDIAN WORLD SCHOOL LLC, OPEN ENROLLMENT CHARTER,"FERNANDEZ, RICHARD",138720,138720,1682,1
TX,4, HARRIS COUNTY,101849, ACCELERATED INTERMEDIATE ACADEMY, OPEN ENROLLMENT CHARTER,"HICKS, KEVIN",138168,276336,235,0.5
TX,12, MCLENNAN COUNTY,161924, HALLSBURG ISD, TRADITIONAL ISD/CSD,"REYNOLDS, RICHARD KENT",138027,138027,164,1
TX,5, JASPER COUNTY,121903, BUNA ISD, TRADITIONAL ISD/CSD,"LEE, DONALD RAY",138000,138000,1492,1
TX,12, BELL COUNTY,14910, TROY ISD, TRADITIONAL ISD/CSD,"JETER, STEPHEN NEIL",137567,137567,1571,1
TX,10, ELLIS COUNTY,70915, MAYPEARL ISD, TRADITIONAL ISD/CSD,"BOWLING, RITCHIE D",137500,137500,1161,1
TX,5, JEFFERSON COUNTY,123914, HAMSHIRE-FANNETT ISD, TRADITIONAL ISD/CSD,"AUGUSTINE, DWAINE K",137386,137386,1897,1
TX,13, BASTROP COUNTY,11904, SMITHVILLE ISD, TRADITIONAL ISD/CSD,"BURNS, CHERYL L",137241,137241,1753,1
TX,9, WILBARGER COUNTY,244901, HARROLD ISD, TRADITIONAL ISD/CSD,"THWEATT, WILLIAM DAVID",136900,136900,107,1
TX,4, HARRIS COUNTY,101840, TWO DIMENSIONS PREPARATORY ACADEMY, OPEN ENROLLMENT CHARTER,"SIMPSON, DAISY",136800,136800,440,1
TX,1, JIM HOGG COUNTY,124901, JIM HOGG COUNTY ISD, TRADITIONAL ISD/CSD,"GARZA, SUSANA P",136521,136521,1142,1
TX,2, MCMULLEN COUNTY,162904, MCMULLEN COUNTY ISD, TRADITIONAL ISD/CSD,"JONES, JASON S",136501,136501,267,1
TX,18, WINKLER COUNTY,248902, WINK-LOVING ISD, TRADITIONAL ISD/CSD,"CARMAN, SCOTTY D",136364,136364,403,1
TX,11, WISE COUNTY,249902, BOYD ISD, TRADITIONAL ISD/CSD,"VARDY, TAMARA SUZANNE",136200,136200,1267,1
TX,13, LEE COUNTY,144901, GIDDINGS ISD, TRADITIONAL ISD/CSD,"DEES, ROGER D",135910,135910,1914,1
TX,7, SABINE COUNTY,202903, HEMPHILL ISD, TRADITIONAL ISD/CSD,"BRIGGS, JOHN R",135775,135775,879,1
TX,14, JONES COUNTY,127901, ANSON ISD, TRADITIONAL ISD/CSD,"BACCUS, JAY M",135635,135635,708,1
TX,20, MEDINA COUNTY,163903, NATALIA ISD, TRADITIONAL ISD/CSD,"COLLAVO, LANA E",135600,135600,1024,1
TX,7, WOOD COUNTY,250904, QUITMAN ISD, TRADITIONAL ISD/CSD,"TURNER, RHONDA D",135400,135400,1130,1
TX,11, PALO PINTO COUNTY,182904, SANTO ISD, TRADITIONAL ISD/CSD,"GILBERT, GEORGE G",135326,135326,453,1
TX,18, UPTON COUNTY,231902, RANKIN ISD, TRADITIONAL ISD/CSD,"WYATT, SAMUEL S",135274,135274,289,1
TX,7, RUSK COUNTY,201914, WEST RUSK COUNTY CONSOLIDATED ISD, TRADITIONAL ISD/CSD,"COLEMAN, LAWRENCE K",135265,135265,1027,1
TX,11, WISE COUNTY,249906, PARADISE ISD, TRADITIONAL ISD/CSD,"UTTLEY, PAUL LAURIER",135200,135200,1216,1
TX,7, ANGELINA COUNTY,3907, CENTRAL ISD, TRADITIONAL ISD/CSD,"RISNER, JUSTIN RYAN",135000,135000,1445,1
TX,20, BEXAR COUNTY,15801, POR VIDA ACADEMY, OPEN ENROLLMENT CHARTER,"RENDON, JOSEPH G",135000,135000,137,1
TX,16, CASTRO COUNTY,35901, DIMMITT ISD, TRADITIONAL ISD/CSD,"MILLICAN, JILL SUZANNE",135000,135000,1182,1
TX,5, HARDIN COUNTY,100903, KOUNTZE ISD, TRADITIONAL ISD/CSD,"REYENGA, BILLY SHANE",135000,135000,1086,1
TX,5, JEFFERSON COUNTY,123803, TEKOA ACADEMY OF ACCELERATED STUDI, OPEN ENROLLMENT CHARTER,"RICHARDSON, PAULA A",135000,270000,457,0.5
TX,17, LUBBOCK COUNTY,152902, NEW DEAL ISD, TRADITIONAL ISD/CSD,"REED, MATTHEW JAMES",135000,135000,754,1
TX,6, MONTGOMERY COUNTY,170801, TEXAS SERENITY ACADEMY, OPEN ENROLLMENT CHARTER,"SIMMONS, HAGMON DRUNARD",135000,140245,418,0.96
TX,7, UPSHUR COUNTY,230906, NEW DIANA ISD, TRADITIONAL ISD/CSD,"KEY, CARL E",135000,135000,1175,1
